study	Stephan Comments	platform	location	rundate	fhet-th	hwe-th-ca	hwe-th-co	la1000_fifi:	la1000_postqc:	la1000_preqc:	lambda_fifi	lambda_postqc	lambda_preqc	lmiss-th	midi-th	miss-th	ncases_postqc	ncases_preqc	ncontrols_postqc	ncontrols_preqc	ngenotypes_postqc	nidex_fhet	nidex_fhet_cases	nidex_fhet_controls	nidex_miss	nidex_miss_cases	nidex_miss_controls	nidex_miss_hafi_noex	nidex_sexcheck_ex	nidex_sexcheck_undefined_ped	nidex_sexcheck_undefined_snp	nidex_sexcheck_warni	nnopt_postqc	nnopt_preqc	nobs_fifi_maf02:	nobs_postqc_maf02:	nobs_preqc_maf02:	nsnpex_hwe-ca	nsnpex_hwe-co	nsnpex_midi	nsnpex_miss	nsnpex_mono	nsnpex_prefilter	nsnpex_prekno	nsnpex_prekno_autosomes	nsnpin_prekno	nsnps_postqc	nsnps_preqc	p_imiss_caco_fifi	p_imiss_caco_postqc	p_imiss_caco_preqc	withpna
scz_mcq1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_mcquillin/final_release/qc/qc	Fri_Apr_28_06:08:16_2017	0.2	-10	-6	1.053	1.053	1.053	1.070	1.070	1.070	0.02	0.02	0.02	1351	1352	1310	1313	751253520	0	0	0	4	1	3	4	0	3	3	6	0	0	273796	273796	273859	0	0	0	0	0	0	7	0	0	282320	282320	0.00014	0.00014	0.00014	0
scz_encr_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.103	1.103	1.105	1.067	1.067	1.070	0.02	0.02	0.02	726	748	594	598	501914160	0	0	0	1	0	1	1	25	0	1	1	0	0	291027	291008	291524	1	14	12	475	163711	0	1	0	0	380238	544449	0.22	0.04	0.14	0
scz_enr1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_enrc2/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.048	1.048	1.048	1.030	1.030	1.030	0.02	0.02	0.02	700	700	574	574	483544152	0	0	0	0	0	0	0	0	0	1	1	0	0	291149	291144	291191	0	1	4	52	269	0	1	0	0	379548	379874	0.056	0.077	0.072	0
scz_mcq2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/UK_McQuilliin/qc	Wed_Mar_29_10:14:32_2017	0.2	-10	-6	1.034	1.034	1.035	1.060	1.060	1.065	0.02	0.02	0.02	3036	3099	1256	1315	1848259668	0	0	0	2	1	1	2	120	9	3	12	14	14	287938	287931	290755	1	4	8	3386	140684	0	17	14	0	430629	574708	2.3e-06	2.2e-06	3.4e-05	0
scz_mcqu_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.055	1.055	1.059	1.071	1.071	1.079	0.02	0.02	0.02	1329	1355	1256	1315	1058518725	0	0	0	2	1	1	2	83	4	3	7	0	0	288522	288502	290755	2	4	40	2702	162481	0	21	13	0	409485	574708	0.0048	0.00067	0.00095	0
scz_Epr3_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/escottprice_russ/qc	Fri_Mar_31_06:52:24_2017	0.2	-10	-6	1.280	1.280	1.118	1.131	1.131	1.114	0.02	0.02	0.02	433	901	507	1044	332919800	1	0	1	0	0	0	0	1005	2	22	24	2	2	280578	280497	281634	0	16	135	1249	203050	0	5	1	0	354170	558586	0.086	0.3	0.00041	0
scz_fep1_eur_sr		PSYC	/psych/ripke/pgc/scz/wave3/single_datasets/scz_belangero/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	2.419	2.419	2.407	1.083	1.083	1.083	0.02	0.02	0.02	58	58	59	60	42669900	1	0	1	1	0	1	74	0	0	4	4	0	0	316003	315516	316599	6	25	558	531	225081	12306	0	0	0	364700	603132	0.00031	0.0015	0.2	0
scz_gaw3_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/gawlick/qc	Tue_Mar_28_10:19:37_2017	0.2	-10	-6	1.156	1.156	1.163	1.137	1.137	1.145	0.02	0.02	0.02	1929	1953	570	578	1024445058	1	1	0	1	1	0	1	30	0	4	4	0	0	294861	294859	295220	0	1	1	1094	169280	0	1	1	0	409942	580318	0.03	0.026	0.023	0
scz_gaw3_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gawl/qc/QC4/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.091	1.091	1.091	1.126	1.126	1.126	0.02	0.02	0.02	1255	1255	1555	1555	807037620	0	0	0	0	0	0	0	0	2	1	3	0	0	278277	278277	278277	0	0	0	0	0	0	0	0	0	287202	287202	0	0	0	0
scz_msa2_eur_sa	mix_anc	PSYC	/psych/ripke/scz/wave3/psych_chip/margarita_sanchez/qc	Thu_Apr__6_10:20:11_2017	0.2	-10	-6	1.113	1.113	1.110	1.067	1.067	1.066	0.02	0.02	0.02	375	380	1408	1426	751721715	0	0	0	0	0	0	0	23	17	4	21	2	2	287452	287403	291070	0	18	83	4543	145145	0	2	2	0	421605	571389	0.033	0.066	0.073	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Mon_Sep__4_11:52:46_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Thu_Sep__7_13:11:13_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Fri_Sep__8_03:00:28_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Fri_Sep__8_03:00:45_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Fri_Sep__8_03:15:47_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Mon_Sep_25_07:11:47_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_pak1b_mix_vt	mix_anc	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Mon_Sep_25_08:56:18_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_gpc2_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gpc/QC2/qc	Sun_May__7_05:38:15_2017	0.2	-10	-6	1.030	1.030	1.031	1.061	1.061	1.062	0.02	0.02	0.02	1957	1958	2062	2062	1182265211	0	0	0	1	1	0	1	0	0	4	4	0	0	284146	284146	284302	0	0	1	170	0	0	2	0	0	294169	294340	0.69	0.69	0.63	0
scz_par1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_paris/qc	Thu_Apr_13_08:11:25_2017	0.2	-10	-6	1.011	1.011	1.011	1.004	1.004	1.004	0.02	0.02	0.02	316	316	390	390	267069210	0	0	0	0	0	0	0	0	0	0	0	0	0	286652	286642	286668	0	0	20	26	6123	0	0	0	0	378285	384453	0.041	0.045	0.035	0
scz_gpc2_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_gpc/QC2/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.030	1.030	1.031	1.061	1.061	1.062	0.02	0.02	0.02	1957	1958	2062	2062	1182265211	0	0	0	1	1	0	1	0	0	4	4	0	0	284146	284146	284302	0	0	1	170	0	0	2	0	0	294169	294340	0.69	0.69	0.63	0
scz_gpc3_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/gpc/qc	Fri_Mar_31_06:57:10_2017	0.2	-10	-6	1.080	1.080	1.092	1.205	1.205	1.237	0.02	0.02	0.02	3030	3123	2198	2212	2404053976	5	4	1	0	0	0	0	104	1	5	6	6	6	284908	284902	287119	1	30	0	3061	101794	0	2	0	0	459842	564727	0.68	0.69	0.16	0
scz_pri1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_price/qc	Tue_May__9_04:08:19_2017	0.2	-10	-6	1.065	1.065	1.065	1.051	1.051	1.051	0.02	0.02	0.02	840	840	727	727	465176486	0	0	0	0	0	0	0	0	1	4	5	1	1	287670	287668	287712	0	0	2	43	0	0	0	0	0	296858	296903	0.078	0.078	0.077	0
scz_mcq1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_mcquillin/final_release/qc/qc	Tue_May__2_07:16:55_2017	0.2	-10	-6	1.053	1.053	1.053	1.070	1.070	1.070	0.02	0.02	0.02	1351	1352	1310	1313	751253520	0	0	0	4	1	3	4	0	3	3	6	0	0	273796	273796	273859	0	0	0	0	0	0	7	0	0	282320	282320	0.00014	0.00014	0.00014	0
scz_pric_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.234	1.234	1.080	1.107	1.107	1.077	0.02	0.02	0.02	392	875	548	1070	332902880	1	1	0	0	0	0	0	1005	0	22	22	0	0	281083	280997	281384	0	19	160	1245	203051	0	3	1	0	354152	558586	0.1	0.23	8e-11	0
scz_pric_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/escottprice_russ/QC/qc	Wed_Mar_22_12:14:02_2017	0.2	-10	-6	1.079	1.079	1.078	1.072	1.072	1.075	0.02	0.02	0.02	863	875	965	1070	677880896	1	1	0	0	0	0	0	116	0	144	144	0	0	280915	280901	281718	0	7	27	1268	186455	0	7	7	0	370832	558586	0.19	0.15	0.29	0
scz_mcq1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_mcquillin/final_release/qc/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.053	1.053	1.053	1.070	1.070	1.070	0.02	0.02	0.02	1351	1352	1310	1313	751253520	0	0	0	4	1	3	4	0	3	3	6	0	0	273796	273796	273859	0	0	0	0	0	0	7	0	0	282320	282320	0.00014	0.00014	0.00014	0
scz_rou1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_rouen/qc	Thu_Apr_13_09:41:54_2017	0.2	-10	-6	1.026	1.026	1.010	1.005	1.005	1.002	0.02	0.02	0.02	204	204	185	187	134814563	0	0	0	2	0	2	2	0	2	1	3	0	0	285170	285150	285481	0	0	24	122	11661	0	0	0	0	346567	358373	0.57	0.48	0.38	0
scz_mcqu_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_mcquillin/final_release/qc	Thu_Apr_27_10:44:48_2017	0.2	-10	-6	1.055	1.054	1.058	1.073	1.072	1.078	0.02	0.02	0.02	1352	1355	1313	1315	1094019810	0	0	0	2	1	1	2	3	3	3	6	0	0	288750	288730	290795	2	5	41	2616	161688	0	28	15	0	410514	574859	0.0048	0.00025	0.002	0
scz_pak1b_mix_vt		PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_4/qc	Mon_Sep_25_08:57:09_2017	0.2	-10	-6	1.585	1.585	1.585	1.224	1.224	1.224	0.02	0.02	0.02	659	659	270	270	266958369	0	0	0	0	0	0	0	0	36	20	56	0	0	280921	280799	280962	0	3	219	67	13770	0	0	0	0	287361	301412	0.005	0.033	0.0069	0
scz_par1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_paris/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.011	1.011	1.011	1.004	1.004	1.004	0.02	0.02	0.02	316	316	390	390	267069210	0	0	0	0	0	0	0	0	0	0	0	0	0	286652	286642	286668	0	0	20	26	6123	0	0	0	0	378285	384453	0.041	0.045	0.035	0
scz_san1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_sanchez/qc	Thu_Apr_13_10:11:06_2017	0.2	-10	-6	1.042	1.042	1.042	1.022	1.022	1.022	0.02	0.02	0.02	335	335	1209	1209	457621528	0	0	0	0	0	0	0	0	17	3	20	0	0	286539	286520	286828	0	3	17	302	0	0	0	0	0	296387	296709	0.044	0.047	0.046	0
scz_pari_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.046	1.046	1.056	1.018	1.018	1.022	0.02	0.02	0.02	354	357	432	438	302180058	0	0	0	0	0	0	0	9	0	0	0	0	0	286660	286622	287150	0	4	57	397	181238	0	0	0	0	384453	566143	0.016	0.014	0.0098	0
scz_pri1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_price/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.065	1.065	1.065	1.051	1.051	1.051	0.02	0.02	0.02	840	840	727	727	465176486	0	0	0	0	0	0	0	0	1	4	5	1	1	287670	287668	287712	0	0	2	43	0	0	0	0	0	296858	296903	0.078	0.078	0.077	0
scz_pric_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/qc_escpric_rus/pric.SXE.plates/qc	Mon_May__8_09:59:08_2017	0.2	-10	-6	1.101	1.101	1.100	1.081	1.081	1.083	0.02	0.02	0.02	864	875	744	795	601932288	1	1	0	0	0	0	0	61	2	4	6	2	2	288143	288134	288746	0	2	21	1063	190186	0	6	6	0	374336	565606	0.089	0.24	0.28	0
scz_rou1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_rouen/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.026	1.026	1.010	1.005	1.005	1.002	0.02	0.02	0.02	204	204	185	187	134814563	0	0	0	2	0	2	2	0	2	1	3	0	0	285170	285150	285481	0	0	24	122	11661	0	0	0	0	346567	358373	0.57	0.48	0.38	0
scz_sb2a_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/scz_belangero/qc	Wed_Apr_13_08:52:16_2016	0.2	-10	-6	1.251	1.251	1.258	1.061	1.061	1.063	0.02	0.02	0.02	250	251	237	237	233592959	1	1	0	0	0	0	0	1	0	18	18	0	0	459098	457880	466031	62	92	1180	4970	5111	2438	2	1	0	479657	493434	0.45	0.51	0.0066	0
scz_roue_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.300	1.300	1.339	1.063	1.063	1.072	0.02	0.02	0.02	225	227	197	199	151233406	0	0	0	0	0	0	0	4	3	1	4	0	0	286939	286752	287699	0	1	232	849	206954	0	0	0	0	358373	566390	0.91	0.74	0.73	0
scz_scz1_mix_vt	x	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc/qc	Wed_Aug__9_10:54:14_2017	0.2	-10	-6	5.577	5.573	4.552	3.968	3.966	3.639	0.02	0.02	0.02	726	750	586	736	495691968	12	2	9	0	0	0	0	166	63	32	95	56	60	280735	280407	281071	0	265	142	523	183591	0	0	0	0	377814	562329	0.0078	0.00071	0.0021	0
scz_scz1_mix_vt	x	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_2/qc	Thu_Aug_17_10:01:59_2017	0.2	-10	-6	1.729	1.729	1.729	1.299	1.299	1.299	0.02	0.02	0.02	659	659	298	298	348148944	0	0	0	0	0	0	0	0	44	21	65	47	47	281239	281136	281266	0	5	198	55	13771	0	3	3	0	363792	377814	0.016	0.028	0.018	0
scz_scz1_mix_vt	x	PSYC	/psych/ripke/vasa/schizophrenia/schizophrenia_meta_analysis/pakistani_integration/preimputation_qc_3/qc	Thu_Aug_24_02:30:34_2017	0.2	-10	-6	1.721	1.721	1.721	1.296	1.296	1.296	0.02	0.02	0.02	659	659	298	298	275035101	0	0	0	0	0	0	0	0	36	20	56	0	0	280988	280885	281018	0	5	198	52	13771	0	0	0	0	287393	301412	0.028	0.11	0.03	0
scz_ser1_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_serri/qc	Thu_Apr_13_09:42:15_2017	0.2	-10	-6	1.313	1.313	1.313	1.071	1.071	1.071	0.02	0.02	0.02	217	217	238	238	157110135	0	0	0	0	0	0	0	0	1	3	4	0	0	274448	274228	274448	0	1	278	0	7504	0	0	0	0	345297	353078	0.0017	0.0027	0.0017	0
scz_san1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_sanchez/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.042	1.042	1.042	1.022	1.022	1.022	0.02	0.02	0.02	335	335	1209	1209	457621528	0	0	0	0	0	0	0	0	17	3	20	0	0	286539	286520	286828	0	3	17	302	0	0	0	0	0	296387	296709	0.044	0.047	0.046	0
scz_sanc_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.107	1.107	1.102	1.060	1.060	1.058	0.02	0.02	0.02	349	354	1409	1427	740664738	0	0	0	0	0	0	0	23	17	4	21	0	0	287650	287593	291043	0	18	84	4311	145670	0	2	2	0	421311	571389	0.014	0.022	0.039	0
scz_ser1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/pca_serri/qc	Mon_Nov__5_09:03:42_2018	0.2	-10	-6	1.313	1.313	1.313	1.071	1.071	1.071	0.02	0.02	0.02	217	217	238	238	157110135	0	0	0	0	0	0	0	0	1	3	4	0	0	274448	274228	274448	0	1	278	0	7504	0	0	0	0	345297	353078	0.0017	0.0027	0.0017	0
scz_serr_eur_sa	asian	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.545	1.545	1.733	1.129	1.129	1.177	0.02	0.02	0.02	227	232	247	252	167358972	0	0	0	0	0	0	0	10	1	3	4	0	0	275796	275169	277163	0	1	932	3333	196202	0	0	0	0	353078	553390	0.00089	0.0013	0.00085	0
scz_ser2_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/Serretti/qc	Thu_Apr__6_10:24:09_2017	0.2	-10	-6	1.463	1.463	1.574	1.126	1.126	1.159	0.02	0.02	0.02	303	308	247	252	197041350	0	0	0	0	0	0	0	10	1	3	4	0	0	275605	275094	277163	0	1	741	3645	190864	0	0	0	0	358257	553390	0.43	0.82	0.29	0
scz_to10c_eur_sr	x	OMEX	/psych/ripke/pgc/scz/wave3/single_datasets/TOP_1116b/qc/qc	Wed_Nov_30_09:48:38_2016	0.2	-10	-6	1.030	1.030	1.030	1.048	1.048	1.048	0.02	0.02	0.02	970	970	5040	5040	3638826620	0	0	0	0	0	0	0	0	1	6	7	0	0	579282	579089	579321	0	16	186	41	22	0	0	0	0	605462	605727	3e-14	2e-14	2.3e-14	0
scz_ser2_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/qc_serr/qc	Wed_Apr_12_05:57:40_2017	0.2	-10	-6	1.481	1.481	1.574	1.132	1.132	1.159	0.02	0.02	0.02	304	308	250	252	198746946	0	0	0	0	0	0	0	6	1	3	4	0	0	275679	275203	277181	0	2	693	3802	190299	0	0	0	0	358749	553429	0.44	0.82	0.29	0
scz_top9b_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/TOP_1115/qc/qc	Tue_Jun_28_15:24:51_2016	0.2	-10	-6	1.033	1.033	1.032	1.054	1.054	1.053	0.02	0.02	0.02	1027	1044	3781	3781	2979839736	0	0	0	0	0	0	0	17	4764	0	4764	0	0	571067	570783	571198	0	16	300	179	22362	0	15	15	0	619767	642620	0	0	1.1e-16	0
scz_top9c_eur_sr	x	OMEX	/psych/genetics_data/ripke/pgc/scz/wave3/single_datasets/TOP_1115/qc/qc/qc	Wed_Jun_29_20:53:46_2016	0.2	-10	-6	1.033	1.033	1.033	1.054	1.054	1.054	0.02	0.02	0.02	1027	1027	3781	3781	2827329976	0	0	0	0	0	0	0	0	0	0	0	0	0	570783	570783	570783	0	0	0	0	0	0	0	0	0	588047	588047	0	0	0	0
scz_vis1_eur_sa		PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/usa_vish/qc	Tue_Apr_18_10:43:46_2017	0.2	-10	-6	1.115	1.115	1.115	1.017	1.017	1.017	0.02	0.02	0.02	303	303	98	98	131481484	0	0	0	0	0	0	0	0	0	0	0	0	0	273737	273438	273775	0	0	457	86	74715	0	0	0	0	327884	403069	0.027	0.023	0.061	0
scz_ume2_eur_sa	x	OMEX	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc	Thu_Oct__6_09:10:31_2016	0.2	-10	-6	1.470	1.470	1.467	1.410	1.410	1.426	0.02	0.02	0.02	595	622	1638	1705	1396013542	14	1	13	84	21	63	104	18	168	10	178	0	0	589556	588123	624682	27	584	1033	19791	49988	17275	0	0	0	625174	713773	0.032	0.026	1.2e-05	0
tst_tst6_eur_sr		PSYC	/psych/genetics_data/ripke/for_others/roy/lithium/test3/qc	Fri_Apr__8_17:34:38_2016	0.2	-10	-6	0.767	0.782	0.762	0.969	0.971	0.968	0.02	0.02	0.02	84	85	318	324	129781278	0	0	0	6	1	5	63	1	0	1	1	0	0	263853	258299	303225	406	590	7953	25315	203795	30082	0	0	0	322839	588454	0.35	0.19	0.9	0
scz_ume2_eur_sa	x	OMEX	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/pca1/unrelated/qc	Thu_Oct__6_16:49:48_2016	0.2	-10	-6	1.428	1.428	1.428	1.354	1.354	1.354	0.02	0.02	0.02	568	568	1524	1524	1306096268	0	0	0	0	0	0	0	0	155	5	160	0	0	587798	587647	588334	0	19	143	565	118	0	0	0	0	624329	625174	0.022	0.022	0.022	0
scz_ume2A_eur_sa	x	OMEX	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/split_into_groups/qc	Mon_Oct_10_10:11:52_2016	0.2	-10	-6	1.186	1.186	1.186	1.058	1.058	1.058	0.02	0.02	0.02	192	192	820	820	620523992	0	0	0	0	0	0	0	0	85	1	86	0	0	584283	582411	586138	0	3	2013	1962	8058	0	0	0	0	613166	625174	0.7	0.52	0.7	0
scz_ume2B_eur_sa	x	OMEX	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/split_into_groups/qc	Mon_Oct_10_10:11:52_2016	0.2	-10	-6	1.294	1.294	1.294	1.144	1.144	1.144	0.02	0.02	0.02	376	376	704	704	670525560	0	0	0	0	0	0	0	0	70	4	74	0	0	587190	586562	589254	0	7	650	2165	1498	0	0	0	0	620857	625174	0.012	0.012	0.021	0
scz_umea_2A_eur_sa	x	sa	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/split_into_groups2/qc	Mon_Nov__7_10:24:15_2016	0.2	-10	-6	1.182	1.182	1.182	1.059	1.059	1.059	0.02	0.02	0.02	202	202	812	812	621934872	0	0	0	0	0	0	0	0	84	1	85	0	0	583993	582332	585914	0	1	1786	2028	8036	0	0	0	0	613348	625174	0.66	0.45	0.73	0
scz_umea_2B_eur_sa	x	sa	/psych/ripke/share/swapnil/umea/bcomp_umea_scz_OmniExp_OMX/bamfile/qc/split_into_groups2/qc	Mon_Nov__7_10:24:15_2016	0.2	-10	-6	1.308	1.308	1.306	1.151	1.151	1.150	0.02	0.02	0.02	378	378	700	700	669332356	0	0	0	0	0	0	0	0	70	4	74	0	0	587813	587195	589834	0	6	647	2122	1503	0	0	0	0	620902	625174	0.012	0.0089	0.015	0
mdd_ukb1a_eur_sr		UKAX	/psych/genetics_data/ripke/pgc/ukb/mdd/qc	Thu_Apr_28_12:49:29_2016	0.2	-10	-6	1.003	1.003	1.003	1.035	1.035	1.038	0.02	0.02	0.02	8230	8249	16028	16089	14870032710	3	0	3	73	19	54	24338	5	0	3	3	0	0	479589	473354	570782	615	6305	0	68226	5917	152647	0	0	0	612995	846090	0.71	0.61	0.62	0
scz_vis2_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/vish/qc	Thu_Apr__6_10:09:36_2017	0.2	-10	-6	10.068	10.068	9.633	1.753	1.753	1.718	0.02	0.02	0.02	537	548	45	45	214225470	2	1	0	0	0	0	0	21	1	2	3	560	572	287494	283759	287612	0	1	5309	263	176975	0	4	4	0	368085	549628	0.16	0	0.16	0
scz_vish_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc	Thu_Mar_16_06:55:31_2017	0.2	-10	-6	1.176	1.176	1.129	1.085	1.085	1.063	0.02	0.02	0.02	794	815	346	348	459498660	2	2	0	0	0	0	0	21	1	2	3	0	0	283819	283779	284044	0	30	15	262	146256	0	0	0	0	403069	549628	0.12	0.67	0.1	0
scz_viyo_eur_sa	x	PSYC	/psych/ripke/scz/wave3/psych_chip/scz_pysch_chip/qc/viyo/qc	Wed_Apr_19_09:32:49_2017	0.2	-10	-6	1.088	1.088	1.088	1.017	1.017	1.017	0.02	0.02	0.02	369	369	131	131	141275500	0	0	0	0	0	0	0	0	1	0	1	0	0	260795	260795	260795	0	0	0	0	0	0	0	0	0	282551	282551	3.7e-08	3.7e-08	3.7e-08	0
